,title,content,datetime
2616,,【东方航空：2月旅客周转量同比下降83.74%】东方航空公告，2020年2月，公司客运运力投入(按可用座公里计)同比下降72.66%，其中国内、国际和地区航线客运运力投入分别同比下降77.99%、61.74%和84.21%；旅客周转量(按客运人公里计)同比下降83.74%。货运方面，公司货运业务仅为随客机运行的腹舱载货，且该业务已交由公司控股股东下属子公司承包经营。2020年2月货邮载运量同比下降57.83%。,2020-03-18 19:28:54
2617,,南方航空：2月旅客周转量（按收入客公里计）同比下降85.11%，其中国内、地区、国际分别同比下降85.95%、95.92%、82.69%。,2020-03-18 19:16:12
2618,,美国科技股盘前阴跌。苹果跌5.62%，微软跌5.72%，谷歌A跌5.55%，推特跌5.27%，Facebook跌约5%。特斯拉美股盘前跌超8%，特斯拉位于加州弗里蒙特的工厂将无法继续正常运营，只可维持最低限度的基本操作。波音盘前跌11.39%，波音正为航空业寻求600亿美元支持。,2020-03-18 16:04:35
2619,,【越南航空暂停往来法国马来西亚之间航班】根据越南航空方面最新消息，自当地时间3月18日起，受新冠肺炎疫情影响，该航空公司暂停越南与法国之间的来往航班。此外，当地时间3月17日夜间越南航空飞往法国的航班也被取消。3月18日至3月31日期间越南航空公司往返于马来西亚的航班也通告暂时停飞。（央视新闻）,2020-03-18 13:48:34
2620,,【截至17日晚8点 香港新增10例新冠肺炎确诊病例 累计确诊167例】香港特区政府卫生署卫生防护中心18日早公布，截至昨日（3月17日）晚上8点，香港在24小时内新增10例新冠肺炎确诊病例，累计达到167例。确诊病例中包括2名国泰航空的服务人员。（央视）,2020-03-18 10:27:04
2621,,美国联合航空进一步减少国内和国际航班安排，将4月航班安排减少60%。,2020-03-18 10:11:34
2622,,美国总统特朗普当地时间周三早上将与航空公司首席执行官讨论疫情。,2020-03-18 09:48:21
2623,,【澳大利亚发布海外旅行禁令  建议国民不要出国旅行】据央视，澳大利亚总理斯科特·莫里森18日表示，联邦政府更新了对澳大利亚公民的旅行建议，要求所有澳大利亚人“不要出国旅行”。澳大利亚政府也要求在海外的澳大利亚人尽快回国。莫里森还宣布室内聚集的人数限制在100人以下。当日，澳大利亚维珍航空也宣布，从当地时间3月30日起，停飞所有的国际航班，直至6月14日。,2020-03-18 09:06:22
2624,,韩国将向航空公司提供额外的财政援助。,2020-03-18 08:34:45
2625,,【澳大利亚政府宣布7.15亿澳元的航空公司救济一揽子措施】澳政府在周三声明中称，该方案涉及退费和免除航空燃油费、国内运营的航空服务费以及国内和地区安全费等费用。这些措施估计价值为7.15亿澳元，2月1日以来的费用将予以归还。政府将“与航空业紧密合作，以应对冠状病毒疫情带来的持续挑战”。,2020-03-18 07:14:02
2626,,澳大利亚政府宣布7.15亿澳元的航空公司救济一揽子措施。,2020-03-18 06:07:05
2627,,【瑞穗：原油有价值跌至负值的可能性】瑞穗证券Paul Sankey在电子邮件中表示，美国对亚洲的原油出口降至零，使得每天200万桶的原油流入墨西哥湾沿岸，这支撑了原油价值跌至负值的可能性。“然后这些石油会填满储油罐”。Bakken原油当前的价格为每桶14美元，西加拿大原油的价格为每桶9美元。除了加拿大重油以外，所有这些原油在质量上都相差不大。加拿大原油的价格已经接近到墨西哥湾沿岸的管道成本，因此实际上陷入停顿了。因此支持了“价值跌至负值”的预期在2008年的危机中，需求减少以柴油为主导；今年是航空燃油主导需求下降。,2020-03-19 23:52:51
2628,,美股航空股重挫，波音与美国航空集团跌约10%，美国联合航空与达美航空跌超7%。此前波音遭华尔街资管公司科文大幅下调其目标价至150美元。,2020-03-19 21:35:59
2629,,美股航空股盘前扩大跌幅，波音跌超5%，达美航空跌4%，美国航空公司跌3.43%，美国联合航空跌3.65%。,2020-03-19 19:34:58
2630,,中国民航局发布关于疫情防控期间控制国际客运航班量的通知，以民航局3月12日官网发布的“国际航班信息发布（第5期）”为基准，每家航空公司在每条航线上的航班量只减不增。,2020-03-19 18:53:50
2631,,越南航空将暂停所有国际航班，直至4月30日。,2020-03-19 17:14:18
2632,,  航空和邮轮股今年以来跌幅（截止本周三美股收盘）：捷蓝航空（JetBlue JBLU）: -59%；美国航空 （American Airlines AAL）: -59%；达美航空（Delta DAL）: -60%；美国联合航空（United Airlines UAL）： -76%；嘉年华邮轮（Carnival CCL）: -81%；皇家加勒比邮轮（Royal Caribbean RCL）: -83%；挪威邮轮（Norwegian NCLH）： -87%。,2020-03-19 16:06:25
2633,,【汉莎航空将削减95%的运力 称疫情带来前所未有的威胁】德国汉莎航空公司将削减95%的运力，停飞700架飞机，这家欧洲最大航空公司面对着新冠病毒疫情带来日益加剧的危机。“疫情令整个世界经济和汉莎航空陷入前所未有的紧急状态，”汉莎航空首席执行官Carsten Spohr周四说。“没有人能预见到结果。我们必须采取严厉的、有时是痛苦的措施来应对这一特殊情况。”,2020-03-19 15:26:47
2634,,美国联邦航空管理局（FAA）：内华达州拉斯维加斯市麦卡伦国际机场暂时关闭。麦卡伦国际机场一名航空管制员新冠病毒检测结果呈阳性。,2020-03-19 14:23:30
2635,,汉莎航空暂时将其763架飞机中700架停飞。,2020-03-19 14:00:50
2636,,亚太航空公司协会（AAPA）：亚洲的航空公司面临600亿美元的营收缩水。,2020-03-19 13:21:18
2637,,港股航空股跌幅扩大至10%。中国南方航空股份跌12.72%，中国国航跌11.34%，国泰航空跌9.2%，中国东方航空股份跌9.09%。,2020-03-19 11:04:04
2638,,恒指跌幅扩大至3％，“三桶油”和航空股持续下行。,2020-03-19 10:25:29
2639,,  恒指跌幅扩大至2%，“三桶油”和航空股走软。,2020-03-19 10:00:35
2640,,【澳航取消所有国际航班 澳航约2万人短期失业】澳洲航空及旗下捷星航空宣布：2/3的员工将从3月末到至少5月末暂时离开工作岗位，这意味着约2万人短期失业。在澳大利亚联邦政府宣布所有公民避免国际旅行后，澳洲航空已停飞了所有国际航班。目前，澳航有超过150架飞机暂时停飞，其中包括其空客A380，波音747、787等多款机型。（央视）,2020-03-19 08:56:23
2641,,  澳航和捷星航空将从3月下旬起停飞国际航班。,2020-03-19 06:14:45
2642,,据路透社，印度正在考虑为航空业制定16亿美元的救援计划。,2020-03-19 04:35:35
2643,,德国将欧洲内部的边境管控措施扩大至航空旅行。,2020-03-19 02:28:33
2644,,  阿联酋航空据悉考虑停飞A380航班。,2020-03-19 01:46:04
2645,,  知名基金经理比尔米勒：达美航空和美国航空集团会活下来，因为巴菲特是它们的股东。,2020-03-19 01:25:24
2646,,  美国航空股重挫，达美航空跌势不减，现跌近40%，美国联合航空跌39%，美国航空集团跌31%。,2020-03-19 01:17:52
2647,,  特朗普称航空公司可能是政府援助的首要目标，航运业以及酒店业也是主要的援助对象。,2020-03-19 00:54:53
2648,,美股航空股集体暴跌，达美航空目前下跌超30%，美国航空跌超25%，美联航跌超32%。,2020-03-19 00:54:05
2649,,法国航空、空客据悉将接受法国支持的贷款。,2020-03-20 22:47:37
2650,,美国联邦航空管理局：肯尼迪国际机场航空交通技术人员新冠病毒检测呈阳性。肯尼迪国际机场仍然开放。,2020-03-20 21:50:54
2651,,美股航空股全线反弹，波音涨1.37%，美国航空集团涨4.28%，美国联合航空涨7.5%，达美航空涨7%。,2020-03-20 21:35:26
2652,,标普：全球航空运输的全面恢复可能要到2022-2023年才能实现。,2020-03-20 19:42:18
2653,,【宝胜股份：正式进入中国商飞合格供应商目录】宝胜股份公告，近日，公司获得通过中国商飞供应商综合能力评审的通知，公司已正式进入中国商飞合格供应商目录。本次入册范围为ARJ21项目，入册产品为螺旋线束及组件。公司本次成功入册，有利于公司进一步抢占航空电缆市场份额。,2020-03-20 16:33:56
2654,,美国航空股盘前走高。达美航空涨16.27%，美国航空集团、波音涨约11%，美国联合航空涨21.19%。,2020-03-20 16:21:15
2655,,【香港快运宣布停运所有航班】国泰旗下的香港快运航空20日宣布将于本月23日至4月30日期间停止所有航班营运。香港快运表示，受新冠病毒影响，香港特区政府及亚洲多国相继颁布多项入境限制，旅游需求大幅下降，公司因此作出停运决定，并计划于5月1日恢復航班营运。超过96%员工参加无薪假计划。（中国日报网）,2020-03-20 13:16:45
2656,,民航板块异动拉升，春秋航空一度封板，华夏航空涨5%，吉祥航空、海航控股、东方航空等跟涨。,2020-03-20 10:37:47
2657,,【民航局控制疫情防控期间国际客运航班量 只减不增】3月19日，民航局发布《关于疫情防控期间控制国际客运航班量的通知》。根据通知，自通知发布之日起，国际航班量将以民航局官网发布的“国际航班信息发布（第5期）”为基准，每家航空公司在每条航线上的航班量只减不增。,2020-03-20 09:48:07
2658,,新西兰航空CEO：预计旅游被破坏的情况不会出现快速反弹。正在重新审视30%的劳动力。让工人减少工时和提前退休都在考虑范围。当疫情结束后，行业将会立刻变得不同。需要为行业不一样的未来做好准备。对于我们能够渡过难关抱有信心。,2020-03-20 08:14:43
2659,,除了头版内容，今天《人民日报》涉及财经的主要内容还包括：1、让更多农民工有活干有钱赚（政策解读·有序恢复生产生活秩序）；2、孙春兰强调 用高水平医疗力量打一场高水平的救治攻坚战；3、北京建立境外进京人员集中观察点149处；4、武汉首批企业复工；5、李克强同保加利亚总理鲍里索夫通电话；6、世卫组织强调不应把新冠病毒同特定地域相联系；7、必须抵御污名化之毒（钟声）；8、王毅同法国外长勒德里昂通电话；9、中央脱贫攻坚专项巡视“回头看”完成反馈；10、疏堵点 解难点 缓痛点 上海 全面复工支撑有力（统筹抓好改革发展稳定各项工作）；11、战疫不放松 脱贫加把劲；12、四川重庆共同推进成渝地区双城经济圈建设 唱好“双城记” 建好经济圈；13、提高复工复产效率（统筹抓好改革发展稳定各项工作）；14、天津港开通海上丝绸之路新航线；15、关于群众反映的涉及李文亮医生有关情况调查的通报；16、国家监委调查组负责人就群众反映的涉及李文亮医生的有关情况依法开展调查答记者问；17、全球航空业面临多重挑战（国际视点）；18、英国首相否认延长“脱欧”过渡期；19、日本期望东京奥运会如期举行。,2020-03-20 07:25:48
2660,,  美国国会参议院共和党人声明：根据参议院关于应对新冠肺炎疫情的立法议案，将向企业提供最高2080亿美元抵押贷款和贷款担保，其中包括向航空产业提供580亿美元（援助）。,2020-03-20 05:40:03
2661,,英国政府要求罗斯柴尔就拯救航空业提供建议。（英国天空新闻）,2020-03-20 04:45:09
2662,,巴西航空公司GOL将削减员工薪酬的35%。 智利拉塔姆航空公司将减薪50%，影响全球43000名员工，CEO将减薪100%。,2020-03-20 04:15:22
2663,,  加拿大总理特鲁多：正在与航空公司协作，将受困的居民带回加拿大。,2020-03-21 23:26:13
2664,,【泰国民航局：来泰及经泰转机的外籍旅客须出示医学健康证明及医疗保险】日前，泰国民航局发布公告，自3月22日起，要求所有来泰外籍旅客在办理登机手续时，须出示医学健康证明及医疗保险。有关医学健康证明（详见图）以英文或泰文填写，须在航班出发前72小时内开具，证明该旅客没有感染新冠病毒。医疗保险必须可在泰使用、保额为10万美元以上、覆盖新冠病毒治疗。如无法出示，航空公司须拒绝该旅客登机。（央视）,2020-03-21 18:54:51
2665,,  【上海市新冠肺炎疫情防控工作领导小组：把严防境外疫情输入作为当前防控工作的重中之重】上海市新冠肺炎疫情防控工作领导小组今天上午（3月21日）举行会议，会议指出，把严防境外疫情输入作为当前防控工作的重中之重，以更严格、更全面、更细致的措施进一步加强口岸防控、社区防控。严格防控责任，加强协同配合，健全完善数据共享、信息通报和入境人员核查机制，切实形成航空运输、口岸检疫、目的地送达、社区防控闭环，以环环紧扣、无缝衔接筑牢防范境外疫情输入风险的强大防线。要优化防控策略，落实精准防控，及时调整更新有关规范指引，加快恢复正常生产生活秩序。提高企业复工复产复市效率，全力帮助企业稳定产业链、供应链。（澎湃新闻）,2020-03-21 18:22:14
2666,,  【北京市公布20日新增境外输入新冠确诊病例相关情况】北京市疾控中心副主任庞星火介绍，20日当天，北京市报告新增境外输入新冠肺炎确诊病例14例。主要有以下特点： 从来源来看，确诊病例来自多个国家，其中英国7例，占50%，美国、西班牙各2例，法国、荷兰、意大利各1例。 从航班来看，确诊病例共涉及11个航班，阿提哈德航空EY888有2例，俄航SU204有2例，南航CZ346有2例，国航CA112有1例，国航CA990有1例，国航CA926有1例，国航CA856有1例，国航CA934有1例，海航HU7808有1例，国泰港龙航空KA900有1例，新加坡航空SQ802有1例。 从户籍来看，确诊病例户籍所在地分别为北京5例，天津3例，河北2例，辽宁2例，安徽1例，江西1例。 从职业分布看，确诊病例中，在外留学生5例，家务及待业9例。（新华视点）,2020-03-21 17:20:46
2667,,【英国政府考虑买入航空公司股票】 英国政府计划购买受疫情影响的航空公司和其他行业公司的股权。知情人士称，英国政府计划向包括英国航空在内的公司投资数十亿英镑购买股票，这些股票最终将出售给私人投资者。,2020-03-21 16:17:15
2668,,英国政府制定计划为受疫情影响的航空公司提供援助。（英国金融时报）,2020-03-21 13:12:49
2669,,【美国联合航空公司将4月份的国际航班大幅削减95%】美国联合航空公司控股公司周五表示，将把4月份的国际航班削减95%，因政府限制旅行，以遏制冠状病毒的蔓延。美联航在一份声明中表示，从4月1日起，美联航将暂停飞往加拿大的所有航班，并将缩减其剩余的跨大西洋、跨太平洋和墨西哥航线。,2020-03-21 11:25:20
2670,,【随着援助谈判继续 美国航空公司呼吁薪资保护】美国航空公司周五呼吁政府推出经济刺激计划，通过提供薪资保护来帮助他们渡过冠状病毒危机，并警告称约有75万个工作岗位依赖于航空业。美国参议院周四提出的一项共和党提案将批准至多500亿美元的担保贷款，但禁止航空公司要求的现金援助，这引发了航空公司、工会和国会助理之间关于援助形式的激烈讨论。行业组织美国航空协会(Airlines for America)在一份声明中表示:“单靠贷款是不够的，还应辅以工人工资援助计划和有针对性的税收减免，使航空公司能够在这场危机中继续运营。”,2020-03-21 11:14:38
2671,,【疫情致多家航空公司运力大减，国泰航空减少96%】全球疫情趋严重，多国禁止外国旅客入境，致使航空公司很受伤。国泰航空集团3月20日宣布，4-5月份将削减旗下国泰航空及国泰港龙航空客运网络96%的运力。欧洲最大航空公司德国汉莎航空公司据称也将削减95％的运力，停飞700架飞机。新加坡航空则在4月底之前削减50%的运力 。（21世纪经济报道）,2020-03-21 11:12:28
2672,,【韩国将包机赴意大利撤侨】据韩联社消息，韩国政府决定派出两架包机赴意大利撤侨。据悉，意大利韩侨团体曾与韩国航空公司就安排临时航班事宜进行沟通，但因费用等问题，双方未能达成一致。外交部一名官员20日表示，政府决定派包机接回当地韩国公民。上述官员表示，政府认为需安排两架包机赴意撤侨，并在同有关方面协调细节问题。 这将是韩国继接回旅华、旅日、旅伊侨民后第四次派包机接回韩国公民。,2020-03-21 11:02:46
2673,,【疫情冲击航空业 美国三大航空公司告急】随着美国新冠疫情的蔓延，航空产业首当其冲受到打击。20日，美国三大航空公司纷纷告急。达美航空公司CEO埃德·巴斯蒂安（Ed Bastian）致信员工表示，公司二季度营收将下降100亿美元，相当于比去年同期暴跌80%，该公司9万名员工中已有1.3万人自愿停薪留职。美联航CEO奥斯卡·穆诺茨（Oscar Munoz）致信员工表示，如果国会不能在三月份通过救助计划，美联航可能将在4月被迫削减60%的人员开支，而且该公司的工资福利在四月和五月将削减50%。美国航空公司削减了30%的国内航班和75%的国际航班，并且从本周开始用停飞的客机作为货机使用，运输医疗物资。（央视）,2020-03-21 08:21:08
2674,,【加拿大航空公司临时裁员5149人】受新冠肺炎疫情导致客源大幅减少，加拿大最大的航空公司——加拿大航空当地时间19日深夜宣布，临时裁员5149人。这些员工大概占员工总数的60％。决定4月份以前开始生效。另外，该公司还表示，将在4月份之前，大幅减少国际航班和加美之间的跨境航班。疫情导致的航班减少、股市下跌等情况已经使得该公司股票价格在两个月的时间里下跌0.76加元。（央视新闻）,2020-03-21 05:07:25
2675,,【美国联合航空：若无政府支持 或减薪甚至裁员】美国东部时间3月20日，美联航高管与劳工领导人在一份发给员工的备忘录中表示，如果“国会在三月底之前未采取足够的政府支持行动，公司将被迫减少薪资。”美联航首席执行官奥斯卡·穆诺兹、总裁斯科特·柯比以及劳工领袖们同时警告说，由于4月份即将面临减少60%美联航航班计划，公司必须采取必要措施削减工资甚至裁员。（央视新闻）,2020-03-21 04:40:33
2676,,【美国航空股反弹，但多只美国大型航空股今年已跌去六成以上】美联航收涨超15%，但本周仍然累跌超41%，今年迄今暴跌72%。达美航空收跌0.74%，本周累跌超44%，年内跌超63%。美国航空涨0.78%，今年累跌63%。,2020-03-21 04:14:52
2677,,  白宫贸易顾问纳瓦罗：总量为20亿美元的抵押贷款计划中有25%的资金将会对航空行业提供帮助。,2020-03-22 22:24:01
2678,,  ·【俄罗斯将限制与所有国家空中交通】根据俄政府令，23日起，俄罗斯将临时限制与所有国家的空中交通。除撤侨包机外，与每个国家仅保留一趟航线。俄罗斯联邦航空运输局已发布与146个国家的最新航线信息。俄罗斯与中国间将保留莫斯科至北京往返航程。（央视新闻）,2020-03-22 22:16:51
2679,,中东地区最大的航空公司“阿联酋航空”将从3月25日起暂时停止所有客运运营。,2020-03-22 21:40:53
2680,,当地时间22日，阿联酋航空公司宣布，将从23日起，暂停往返北京的航线，恢复时间另行通知。（央视）,2020-03-22 19:21:26
2681,,土耳其航空董事长：土耳其航空在得到批准后将回购股票。,2020-03-22 16:02:46
2682,,【香港国际机场暂停前往内地的转乘交通接驳服务】根据香港国际机场官方微信公众号消息，香港特区政府已向入境人士实施强制检疫14天的措施。如非入境香港的旅客，请与航空公司安排转机前往中国内地或其他地方。因应内地当局要求，香港国际机场未能提供陆路及水路转乘交通接驳前往内地。（南方都市报）,2020-03-22 12:34:26
2683,,【阿尔及利亚将派出7个航班从海外撤侨】据阿尔及利亚当地媒体报道，阿尔及利亚航空公司21日计划安排7个航班，接回滞留在突尼斯、土耳其、俄罗斯和奥地利等国的阿尔及利亚人，其中派往突尼斯2个航班，土耳其4个航班，莫斯科和维也纳1个航班。,2020-03-22 07:05:58
2684,,【受疫情影响 阿曼航空公司计划裁员】根据一份内部备忘录，阿曼航空公司计划裁员，因为冠状病毒大流行影响了海湾航空公司的航班计划。,2020-03-22 00:30:01
2685,,  美股航空股上涨，美联航和美国航空均涨超7%，达美航空涨超4%，西南航空涨超3%。,2020-03-23 22:13:23
2686,,  美银美林全球研究：将达美航空目标价从50美元下调至30美元。,2020-03-23 22:11:03
2687,,【航班信息追踪网站：全球两天取消4万个航班】受疫情影响，全球航空业被重创。根据航班信息跟踪网站FlightStats显示，截至3月23日18时，全球当天取消19865个航班，其中美国取消8137个航班，欧洲取消4859个航班，亚洲取消3610个航班，前一日全球取消航班20914个。,2020-03-23 20:55:02
2688,,  美国财长努钦：将根据市场条款为航空企业提供援助，我们有能力买入公司股份。,2020-03-23 20:52:26
2689,,  美国财长努钦：希望航空公司能继续运营国内航线。,2020-03-23 20:37:23
2690,,英国首相发言人：若为应对疫情英国将毫不犹豫采取进一步措施，英国正在研究进一步的支持航空业的措施。,2020-03-23 20:21:03
2691,,  美国航空股盘前大涨。达美航空（DAL.N）、美国联合航空（UAL.O）均涨超6%，美国航空集团（AAL.O）涨7.42%。,2020-03-23 20:17:29
2692,,中国香港特区政府宣布针对航空业总值10亿港元的援助措施。,2020-03-23 18:00:14
2693,,美股航空股盘前下跌。美国航空集团跌5.59%，达美航空跌4.73%，美国联合航空跌1.22%。,2020-03-23 17:23:55
2694,,  奥地利航空将暂停飞行时间延长到4月19日。,2020-03-23 17:05:31
2695,,【民航局：指定第一入境点的安排会根据疫情变化情况适时调整】中国民用航空局运行监控中心副主任孙韶华表示，后续会根据公告的要求，目的地为北京的国际航班指定第一入境点的安排及相关措施会根据疫情变化情况适时调整。（一财）,2020-03-23 15:37:10
2696,,【西部航空与部分大额持有人商议暂缓债券回售】“发行人方面反馈希望持有人能继续持有债券至到期，表示公司现在受疫情影响确实有资金压力，但是预计这种影响不会持续很久，后面两年肯定会恢复过来的。”3月23日，一位“17西航01”机构持有人告诉记者。 （21世纪经济报道）,2020-03-23 12:11:10
2697,,  【阿联酋航空公司将停飞所有客运航班】受新冠肺炎疫情影响，总部位于迪拜的阿联酋航空公司22日宣布，将从25日起暂停所有客运航班。阿联酋航空公司在一份声明中说，该公司货运航班将继续运营，不受影响。 （新华社）,2020-03-23 09:13:24
2698,,新加坡航空将削减96%运力直至4月底。,2020-03-23 08:47:23
2699,,新加坡航空大幅削减运力，停飞飞机。,2020-03-23 08:47:02
2700,,  据天空新闻社，英国航空公司执行官暗示将裁员。,2020-03-23 03:43:50
2701,,  穆迪：将全球航空业展望调整为负面。,2020-03-24 23:47:30
2702,,美国航空乘客数量较去年同比下滑86%。,2020-03-24 23:27:55
2703,,  英国政府向航空行业表示，未计划推出广泛的援助方案，将考虑对航空公司提供单独援助，具体案例具体安排。,2020-03-24 22:48:06
2704,,美股高开高走，道指涨幅扩大至7%，标普500指数涨幅扩大至6.4%，纳指涨5.7%；美股航空股大幅上涨，联合航空涨逾20%，阿拉斯加航空、西南航空、美国航空涨15%，达美航空涨逾13%。,2020-03-24 21:38:27
2705,,  美国航空股走高。美国联合航空涨20%，达美航空涨13%，美国航空集团涨15%，波音涨超16%,2020-03-24 21:31:32
2706,,【美股盘前消息速报】①美股三大股指期货飙升，一度均涨超5%，均触及涨停限制，此后有所回落；②世界卫生组织发言人表示，美国新冠肺炎确诊人数出现大幅增长，有可能成为全球新冠疫情新的“震中”；③日本与国际奥委会达成共识：最晚在2021年夏举办东京奥运会；④美国联邦紧急事务管理署署长：美国政府今天将动用《国防生产法》；⑤据国外媒体报道，特斯拉弗里蒙特工厂今日起停工，暂停生产Model 3等电动汽车；⑥波音首席执行官Calhoun表示，目前仍然预计737 Max将在年中复飞；⑦国际航空运输协会表示，各大航空公司2020年营收将缩水2520亿美元，此外该协会要求政府买入航空公司的债券；⑧通用电气、福特汽车与3M合作生产呼吸设备；⑨58同城以1.05亿美元现金收购了优信的B2B二手车网上拍卖业务。,2020-03-24 20:49:56
2707,,  国际航空运输协会要求政府买入航空公司的债券。,2020-03-24 20:29:40
2708,,  美股航空股盘前维持涨势，达美航空（DAL.N）涨10.31%，美国航空集团（AAL.O）涨9.66%，美国联合航空（UAL.O）涨8.56%。,2020-03-24 20:17:14
2709,,  国际航空运输协会：各大航空公司2020年营收将缩水2520亿美元。,2020-03-24 20:16:35
2710,,  国际航空运输协会：中国国内市场出现了转好的迹象。,2020-03-24 20:09:07
2711,,  据菲律宾媒体消息，3月24日，菲律宾航空公司决定从3月26日到4月14日暂停所有国际航班。（央视新闻）,2020-03-24 19:55:24
2712,,国务院：一视同仁支持各种所有制航空货运发展，鼓励航空货运企业与物流企业联合重组，支持快递企业发展空中、海外网络。（央视新闻）,2020-03-24 19:08:41
2713,,国务院总理李克强3月24日主持召开国务院常务会议，确定推动制造业和流通业在做好疫情防控同时积极有序复工复产的措施；部署进一步提升我国国际航空货运能力，努力稳定供应链。（央视新闻）,2020-03-24 19:07:27
2714,,  美股航空股盘前上扬。美国联合航空涨超10%，达美航空涨8%，美国航空集团涨7.3%。,2020-03-24 16:04:06
2715,,【超30家航空公司宣布停飞所有国际航线 超20家已全线停飞】截至北京时间3月23日晚间，据各大航司官网和新闻媒体公布的数据不完全统计，已有超过20家航空公司全线停飞所有航班。此外，据民航资源网不完全统计，还有12家航空公司仅停飞了所有国际航线，包括——越南航空、南非航空、阿维安卡航空、巴基斯坦航空、曼谷航空、澳航、维珍澳大利亚、西捷航空、沙特阿拉伯航空、阿尔及利亚航空、马印航空以及Swoop航空。由此计算，超过30家航空公司已停飞所有国际航线。（澎湃新闻）,2020-03-24 13:45:43
2716,,据外媒，美国的航空公司在就客运航班暂停的可能起草方案，航空公司尚未就美国客运航班做出最终决定。,2020-03-24 09:46:26
2717,,  港股航空板块走高，美兰空港涨超6%，中国南方航空股份涨6.55%，中国东方航空股份涨超4%，国泰航空涨3.7%。,2020-03-24 09:32:12
2718,,佩洛西的刺激方案要求获得援助的航空公司减少排放。,2020-03-24 08:30:45
2719,,【多只美国航空股反弹，但Spirit航空和美联航今年累跌逾70%】美股航空股涨跌各异，Spirit航空涨超13%，美联航涨超7%，西南航空涨超5%；美国航空跌超1%，在美上市东方航空跌超3%，捷蓝航空跌超4%，南方航空跌超6%。,2020-03-24 04:12:44
2720,,  【阿曼航空宣布暂停往返迪拜的所有航班】据阿曼官方通讯社报道，当地时间3月23日晚，阿曼航空公司发表声明宣布，因受新冠肺炎疫情影响，暂停运营3月26日至4月8日期间往返阿联酋迪拜的所有航班。,2020-03-24 02:36:28
2721,,  道指开跌超300点；航空股走高。,2020-03-24 02:22:19
2722,,  道琼斯航空股指数连续四天上涨，现涨11.6%,2020-03-25 23:55:34
2723,,波音现涨约22％，报150.5美元，三日涨幅达55％。此前， 根据美国参议院的援助计划，航空业将获得320亿美元补助，旅客航空公司将获得250亿美元，航空货运将获得40亿美元，承包商将获得30亿美元。,2020-03-25 23:08:23
2724,,波音现涨约22%，报150.5美元，三日涨幅达55%。此前， 根据美国参议院的援助计划，航空业将获得320亿美元补助，旅客航空公司将获得250亿美元，航空货运将获得40亿美元，承包商将获得30亿美元。,2020-03-25 23:04:28
2725,,  据报道：根据美国参议院的援助计划，航空业将获得320亿美元补助，旅客航空公司将获得250亿美元，航空货运将获得40亿美元，承包商将获得30亿美元。,2020-03-25 22:36:54
2726,,知情人士透露，美国的经济刺激方案将为航空公司和承包商提供高达330亿美元的资金。,2020-03-25 22:10:17
2727,,【道指开盘涨1.2%，标普500涨0.2%，纳指跌0.1%】波音涨19.1%，有消息称波音计划在5月重启737 MAX客机生产；航空股大涨，达美航空涨17.2%，联合大陆航空涨15.2%，有消息称美国政府将为航空业提供约500亿美元援助。,2020-03-25 21:30:47
2728,,达美航空（DAL.N）盘前现涨17.78%，美国航空集团（AAL.O）涨20.11%，美国联合航空（UAL.O）涨16.12%。,2020-03-25 21:21:22
2729,,据CNBC：根据参议院法案，美国政府将持有那些接受政府补助的航空公司的股份。,2020-03-25 21:20:31
2730,,据悉美国航空公司将获得来自政府的直接补助，这部分补助金不必偿还，但航司在一定时间内不能裁员。,2020-03-25 21:19:38
2731,,【美股盘前消息速报】①美国股指期货冲高回落，截至目前，道指期货跌0.01%，标普500期指跌1.04%，纳指期货跌0.89%；②美国国会与特朗普政府就2万亿美元经济刺激法案达成一致；③美国参议院少数党（民主党）领袖舒默：相信参议院会在周三通过应对病毒立法；④美国至3月20日当周MBA抵押贷款申请较上周下跌29.4%，为2009年以来最大跌幅；⑤波音盘前涨超15%，此前有消息称波音计划在5月重启737 MAX客机生产；⑥美股航空股盘前走高，达美航空涨16.18%，美国航空集团涨15.66%，联合大陆航空涨14.24%，此前有消息称美国刺激政策协议为航空业提供约500亿美元；⑦老虎证券盘前涨13.26%，其第四季度营收同比增长110%；⑧耐克盘前涨10.59%，第三财季营收超市场预期；⑨疫情不改维珍银河基本面，大摩：股价还有90%的上涨空间；⑩欢聚时代宣布2亿美元的可转换债券回购计划。,2020-03-25 20:49:11
2732,,国际航空运输协会官员表示，2月份全球货运量下降约10%，全年下降15-20%。,2020-03-25 20:28:27
2733,,【伊朗政府发言人：伊朗将设立城市间交通管制】据伊朗多家媒体25日报道，伊朗总统鲁哈尼在当天的内阁会议上表示，目前伊朗尚未面临病床、医护人员短缺问题。数据显示，铁路和航空出行有大幅下降，但仍需要民众避免出行，居家隔离。伊朗政府发言人阿里·拉比在会后表示，卫生部的报告显示，伊朗目前已经控制住新冠病毒传播的第一阶段，在一些城市，住院人数和出院人数达到平衡。但是仍有一些民众违反了出行建议，在旅行人数较多的城市已经出现病毒进一步传播。所以总统已经下令，将禁止所有城市间车辆交通，但运油车、警察和军方车辆、紧急救援车辆等除外。（央视新闻）,2020-03-25 20:21:34
2734,,  英国航空公司飞行员协会：英国政府和航空公司正在进行对话，讨论如何帮助民航业渡过当前的危机。,2020-03-25 18:50:48
2735,,  据加拿大第二大航空公司西捷航空网站消息，受新型冠状病毒疫情影响，该公司将大幅裁员。,2020-03-25 18:37:12
